Nama Produk;Rating;Review
Pear Pohkam;5;Pear pohkam ini luar biasa segar dan manis! Teksturnya renyah dan rasanya benar-benar memuaskan. Sangat direkomendasikan
Jeruk Siem Probolinggo;5;Jeruk Selalu Manis, Toko ini sangat recommended 
Jeruk Siem Probolinggo;5;Jeruk Siem Probolinggo ini luar biasa! Kulitnya mudah dikupas dan daging buahnya sangat juicy. Sangat direkomendasikan!
Jeruk Siem Probolinggo;5;Rasa Jeruk Siem Probolinggo ini benar-benar enak! Manis, segar, dan penuh dengan vitamin. Pilihan terbaik untuk camilan sehat
Melon ;5;sudah di terima kirimannya. sayang hari minggu tutup ya..jadi kalau mau perlu cepat di akhir minggu jd tidak bisa pesan.
Melon ;5;Sekian kali beli disini. Buahnya selalu kualitas baguss. Pengiriman cepat. Packing rapiii. Terima kasih seller
Melon ;4;Tumben dapatnya agak kurang bagus. Mungkin next pas yang sudah matang ya melonnya. Respon penjual baik. Pengiriman cepat. Terima kasih seller 🙏🏻
Melon ;5;Bagus .. belum dicoba manis apa gak.. seller komunikatif .. packingnya agak lama .. terima kasih seller
Melon ;5;barang sudaah di terima dalam kondisi baik. buahnya selalu manis dan puas sekali belanja di seller ini.
Melon ;5;udah pasti sih kalau belanja di sini akan dapat barang bagus dan manis. sudah coba mencoba ke toko lain ternyata memang harus kembali ke sini. terima kasih seller..jaga terus pelayanan dan mutu buahnya.
Melon ;5;Melonnya bagus, manis, pengiriman cepat, packing rapi, terima kasih seller
Melon ;5;sudah beberapa kali belanja di sini dan sejauh ini masih selalu puas dengan kualitas buah- buahan yang di terima. jaga selalu kualitasnya...dan berdoa semoga ada promo juga, hehehe
Melon ;5;Parah manis banget 😍😍 bakal langganan ini
Melon Golden Super;5;barang sudaah di terima dalam kondisi baik. buahnya selalu manis dan puas sekali belanja di seller ini.
Melon Golden Super;5;Melon Golden Super ini memang juara! Rasa manisnya bener-bener dapet, manisnya tuh pas banget, nggak bikin eneg. Kulitnya juga tebel tapi gampang dikupas, jadi nyaman banget buat dimakan. Tokonya juga oke banget, pelayanannya ramah dan cepat. Gak ribet deh belanja di sini, langsung disiapin dengan baik. Pokoknya recommended banget deh!
Melon Golden Super;4;Melon Golden Super ini emang enak sih. Rasanya manis, tapi agak kurang manis banget ya buat saya. Kulitnya tebel tapi agak sulit dikupas, jadi perlu ekstra usaha. Tokonya sih oke, pelayanannya ramah meskipun agak lama nunggunya. Overall lumayan lah buat dijadikan pilihan kalau lagi pengen melon yang cukup bagus.
Jeruk Sunkist;5;Bener-bener puas sama jeruk Sunkist ini. Buahnya fresh dan manis, cocok banget buat cemilan sehat. Kualitasnya oke banget dan pengirimannya cepat. Wajib coba!
Jeruk Sunkist;5;Jeruk Sunkist ini enak banget! Manis dan segar, kulitnya gampang dikupas. Tiap gigitannya bikin nagih, jusnya banyak dan segar. Pasti bakal beli lagi nih!
Jambu Kristal Sunpride;5;Jambu kristal yang saya beli kualitasnya top banget. Segar dan crunchy, enak banget buat cemilan sehat. Pengiriman cepat dan buahnya sampai dalam kondisi prima. Sangat direkomendasikan!
Jambu Kristal;5;toko ini sudah jadi pilihan hati. sudah lebih dari dua kali belanja di sini dan sangat memuaskan baik dengan kualitas barang maupun sellernya yang sangat informatif. jambunya mantab dan seger benerr...terima kasih.
Jambu Kristal;5;Jambunya manis2 ,buahnya semua manis ,joosss
Jambu Kristal;5;Buahnya segarrr, pengiriman cepat, packagin aman. Terimakasih seller
Jambu Kristal;5;Bagussssssss
Jambu Kristal;5;Rasanya segar dan manis, jambu kristal di sini selalu matang sempurna!
Jambu Kristal;5;Harga terjangkau untuk kualitas buah segar seperti ini, pokoknya puas!
Jambu Kristal;5;Tokonya selalu punya stok jambu kristal yang bagus, gak pernah kehabisan.
Jambu Kristal;5;Buahnya besar-besar dan manis, bener-bener enak buat camilan sehat.
Jambu Kristal;5;Service cepat dan ramah, selalu ada yang siap membantu.
Jambu Kristal;5;Jambu kristal di sini pasti matang alami, nggak pakai bahan kimia.
Jambu Kristal;5;Selalu puas dengan kualitas buahnya, gak pernah kecewa.
Jambu Kristal;5;Tempatnya bersih dan rapi, bikin belanja jadi nyaman.
Jambu Kristal;5;Dulu suka ragu beli buah online, tapi di sini kualitasnya juara.
Jambu Kristal;5;Pengiriman cepat dan aman, buahnya sampai dalam kondisi baik.
Jambu Kristal;5;Selalu beli di sini karena jambu kristalnya selalu fresh dan manis!
Jambu Kristal;4;Buahnya enak sih, tapi kadang ada yang agak kecil-kecil.
Jambu Kristal;4;Harganya agak lebih mahal dibanding tempat lain, tapi kualitasnya oke.
Jambu Kristal;4;Pelayanannya baik, cuma kadang agak lama responnya kalau ramai.
Jambu Kristal;4;Kadang suka ada yang kurang matang, jadi harus teliti memilih.
Jeruk Santang Madu;5;Jeruk santang madu ini juara banget! Manisnya pas, segar, dan kulitnya mudah dikupas. Cocok banget buat cemilan sehat setiap hari. Pasti bakal beli lagi!
Jeruk Santang Madu;5;Suka banget sama jeruk santang madu ini. Buahnya seger dan manis, aromanya juga harum. Kualitasnya oke banget dan pengirimannya cepat. Wajib coba nih!
Jeruk Santang Madu;5;Jeruk santang madu ini beneran enak banget! Rasanya manis dan segar, kulitnya gampang dikupas. Pas banget buat dimakan kapan aja. Pasti bakal beli lagi deh!
Jeruk Lemon ;5;"Lemon ini segar banget! Rasanya asam pas, cocok buat minuman."""
Jeruk Lemon ;5;Jeruk lemonnya mantap, aromanya kuat dan sangat segar.
Jeruk Lemon ;5;Kulit lemonnya tebal dan mudah diparut. Suka banget!
Jeruk Lemon ;5;Lemon yang sangat berkualitas, jusnya banyak dan asamnya enak.
Jeruk Lemon ;5;Cocok banget buat infused water. Segar dan enak!
Jeruk Lemon ;5;Setiap buahnya besar dan juicy. Bakal beli lagi!
Jeruk Lemon ;5;Lemon ini beneran segar, rasa dan aromanya luar biasa.
Jeruk Lemon ;5;Pas banget buat campuran masakan, asamnya pas.
Jeruk Lemon ;5;Jeruk lemonnya sampai dalam kondisi sempurna. Sangat puas!
Jeruk Lemon ;5;Lemon segar dan ukurannya besar-besar. Worth it!
Jeruk Lemon ;5;Kulit lemonnya tebal dan warnanya cerah, suka!
Jeruk Lemon ;5;Asamnya lemon ini bikin minuman jadi lebih enak. Top!
Jeruk Lemon ;5;Beli lemon di sini tidak pernah mengecewakan. Selalu segar.
Jeruk Lemon ;5;Lemon ini cocok banget buat bikin dessert, rasanya enak.
Jeruk Lemon ;5;Lemon segar dengan harga terjangkau. Sangat puas!
Jeruk Lemon ;5;Kulit lemonnya aromatik, pas banget buat zest.
Jeruk Lemon ;5;Jeruk lemon ini sangat juicy. Bagus buat detox water.
Jeruk Lemon ;5;Rasanya seger banget, cocok buat campuran teh.
Jeruk Lemon ;5;Lemon yang sangat segar dan berkualitas. Recommended!
Jeruk Lemon ;5;Udah beli beberapa kali di toko ini tapi baru sempet kasih ulasan... Tuk lemonnya kali ini lebih bagus orderan yg lalu2, mungkin karna udah ngabisin kali y... Pokonya pertahankan kualitasnya terus y kak...
Jeruk Peras Malang;5;Manisss seger banget jeruknya...mantap sekali..........
Jeruk Peras Malang;5;barang sudaah di terima dalam kondisi baik. buahnya selalu manis dan puas sekali belanja di seller ini.
Jeruk Peras Malang;5;sudah diterima kiriman buah segarnya. beberapa jeruk ada yang kurang baik kondisinya tetapi yg lain manis.sellernya cepat kirim barang sangat terbantu saat sedang ppkm skrg. tks seller.
Jeruk Peras Malang;5;terima kasih sudah di terima pesanannya. nanas raksasa...bisa buat makan sekampung...jeruknya manis banget..mantab
Jeruk Peras Malang;5;jeruk perasnya udah manis, ga perlu nambah pemanis lagi..makasih ya.
Jeruk Peras Malang;5;Jeruk peras paling enak.. manis dari sananya, ga perlu pake gula lagi. Lumayan banyak dapatnya, setelah diperas kurang lebih dapat 750 ml. Bakalan beli lagi.. makasih
Jeruk Peras Malang;5;Jeruk nya manisss dan segar
Jeruk Peras Malang;5;Jeruk Peras Malang ini manis banget! Service tokonya juga cepat dan ramah. Top deh
Jeruk Peras Malang;5;Rasa jeruknya segar dan juicy. Pelayanan tokonya sangat memuaskan, pengiriman cepat
Jeruk Peras Malang;5;Jeruk Peras Malang kualitasnya terbaik. Tokonya juga sangat profesional, barang sampai dengan aman
Jeruk Peras Malang;5;Jeruknya enak, manis, dan segar. Service tokonya luar biasa, cepat tanggap dan ramah
Jeruk Peras Malang;5;Bener-bener jeruk yang lezat. Service dari toko ini juga memuaskan, pasti beli lagi!
Jeruk Peras Malang;5;Jeruk Peras Malang ini bikin ketagihan. Pelayanan tokonya keren, cepat banget sampai.
Jeruk Peras Malang;5;Jeruknya mantap, rasanya enak dan segar. Service dari toko sangat baik, recommended!
Jeruk Peras Malang;5;Jeruk Peras Malang ini selalu jadi pilihan. Service toko oke, kirimannya cepat dan aman.
Jeruk Peras Malang;5;Jeruknya manis dan juicy, pas buat jus. Toko ini juga kasih service terbaik, puas banget belanja di sini.
Jeruk Malang;5;ini pembelian kedua saya. saat pembelian pertama benar-benar memuaskan buah-buahan yang datang itu manis dan segar. perlu kecewa dulu dengan toko sebelah biar bisa bandingin mana yang the best..memang toko ini akhirnya jadi pemenang hati saya.
Jeruk Malang;5;Jeruk peras manis, ga perlu tambah gula lagi, peras langsung diminum.. mantab 👍🏼 terima kasih
Jeruk Malang;5;Trims ukuran buahnya besar2&segar, sesuai timbangannya
Jeruk Malang;5;Jeruk Malangnya segar (kulit luar sangat mudah dikupas dipisahkan dari daging buah, daging buah terisi padat oleh bulir yg byk airnya), rasanya manis, biji juga jarang. Memuaskan ya ini.
Jeruk Malang;3;Buahnya bagus semua, tapi sayang ya slow response banget & pesen instan tapi ga dikirim di hari yang sama padahal pesen pagi/siang. Dikirim H+1. Kalau yang butuh untuk konsumsi atau kasih orang cepet, ga rekomen ya. Pesen disini kalau santai aja, yg mau 48 jam kemudian baru terima
Jeruk Malang;5;Jeruknya manis seger bgt, enak. Suka bgt. Terima kasih. Insyaa Allah nnti beli di sini lg.
Jeruk Malang;5;Manis, kulit tipis, air melimpah ruah, orange bangettttt. Dijadikan air jerukkk enakkkkk bangetttttttt
Jeruk Malang;5;Buahnya segarrr, pengiriman cepat, packagin aman. Terimakasih seller
Jeruk Malang;5;Trims siang mesen, sore udah datang, yuhuuu
Jeruk Malang;5;Enak manis 😋
Jeruk Malang;5;Jeruk Malangnya enak banget, manisnya pas, kulitnya tebal, suka banget!
Jeruk Malang;5;Belanja di sini selalu puas, jeruknya segar dan dikirim dengan cepat.
Jeruk Malang;5;Top markotop! Jeruknya segar, pelayanannya ramah.
Jeruk Malang;5;Jeruknya juara, pengiriman tepat waktu, recommended!
Jeruk Malang;5;Pertama kali beli jeruk Malang online dan ternyata sesuai ekspektasi!
Jeruk Malang;5;Jeruknya segar, pengemasan rapi, pengiriman super cepat!
Jeruk Malang;5;Suka banget sama jeruknya, manisnya pas di lidah.
Jeruk Malang;5;Jeruknya enak buat camilan, servis toko juga oke.
Jeruk Malang;5;Belanja di sini nyaman, jeruknya ga pernah mengecewakan.
Jeruk Malang;5;Pengalaman belanja yang memuaskan, jeruknya segar sampai rumah.
Jeruk Malang;5;Jeruknya buat cemilan keluarga, terima kasih untuk servisnya!
Jeruk Malang;5;Packingnya aman, jeruknya fresh, recommended deh!
Jeruk Malang;5;Puas banget, jeruknya enak, servisnya ramah.
Jeruk Malang;5;Jeruknya juara, layanan toko cepat tanggap.
Jeruk Malang;5;Dari pengiriman sampai rasa, semuanya mantap!
Jeruk Malang;5;Jeruknya segar banget, cocok buat sarapan pagi.
Jeruk Malang;5;Belanja di sini praktis, jeruknya berkualitas.
Jeruk Malang;5;Servis toko ramah, jeruknya bikin nagih!
Jeruk Malang;5;Jeruk Malang favorit keluarga, pelayanan toko memuaskan.
Jeruk Malang;5;Beli jeruk di sini nggak pernah kecewa, selalu fresh!
Jeruk Malang;5;Manisnya pas, pengiriman tepat waktu, recommended.
Jeruk Malang;5;Jeruknya mantul, servisnya juga oke.
Jeruk Malang;5;Jeruknya lezat, pelayanan ramah.
Jeruk Malang;5;Puas banget, jeruknya enak, pengiriman cepat.
Jeruk Malang;5;Cocok buat yang suka jeruk manis, pelayanan toko baik.
Jeruk Malang;5;Jeruknya segar sampai ke rumah, pengemasan rapi.
Jeruk Malang;5;Belanja di sini praktis, jeruknya berkualitas.
Jeruk Malang;5;Jeruknya enak banget, servis toko ramah.
Jeruk Malang;5;Pengalaman belanja yang menyenangkan, jeruknya selalu fresh!
Sawo;5;Bagusss.. ada yang sudah siap makan dan harus tunggu dulu biar ranum.. pas lahh.. seller komunikatif .. packingnya agak lama .. terima kasih seller
Sawo;5;Enak. Manis. pengiriman cepet hari yang sama sorenya langsung sampe. seller responsif sawonya ga ada lgsg nanya mau diganti apa. selalu puas
Sawo;5;Harga: sesuai, Kualitas: baik, Ukuran/Berat: sesuai, Paket sudah diterima sesuai pesanan, packing aman, pengiriman cepat
Sawo;5;baru sempet nilai padahal buahnya udah sebagian habis di makan. enak semua, segar dan di terima dengan cepat setelah pesan. terima kasih seller
Sawo;5;Buah sawo di toko ini sangat manis dan segar. Cocok untuk camilan sehat di siang hari.
Sawo;5;Saya suka buah sawo di sini, selalu matang sempurna dan tidak terlalu keras.
Sawo;5;Toko ini punya buah sawo terbaik! Rasa manisnya bikin ketagihan.
Sawo;5;Sawo di sini rasanya legit banget, bener-bener bikin nagih!
Sawo;5;Buah sawo yang mereka jual selalu terawat dengan baik, kulitnya mulus dan tidak ada yang busuk.
Sawo;5;Rasanya mantap banget, pas buat yang suka buah manis!
Sawo;5;Sawo di toko ini rasanya bener-bener juara, ga ada yang kayak gini di tempat lain.
Sawo;5;Pilihan terbaik buat cemilan sehat, selalu beli sawo di sini.
Sawo;5;Kualitas buah sawo di sini nggak pernah mengecewakan.
Sawo;5;Harganya terjangkau dan kualitasnya oke banget, seneng deh belanja buah sawo di sini.
Sawo;5;Buah sawo di toko ini enak banget, suka banget sama kualitasnya.
Sawo;3;Buah sawo di sini lumayan enak, tapi kadang ada yang kurang matang atau terlalu keras. Harapannya untuk bisa lebih konsisten dalam kualitasnya.
Sawo;4;Saya suka dengan buah sawo di toko ini. Rasanya manis dan teksturnya bagus. Pelayanannya juga ramah dan membantu.
Stroberi;5;ini pembelian kedua saya. saat pembelian pertama benar-benar memuaskan buah-buahan yang datang itu manis dan segar. perlu kecewa dulu dengan toko sebelah biar bisa bandingin mana yang the best..memang toko ini akhirnya jadi pemenang hati saya.
Stroberi;5;Kemasan rapi, rasa stroberinya asem seger, kualitas produk baik dan seller fast response
Stroberi;5;Pesanan sampai cepat sekali, kualitas buah sangaaaat bagussss, rekomendit store. Pengemasan mgkn bs dioertimbangkan pakai dus.
Stroberi;5;Bagus bagus buahnya berkualitas & pengiriman sangat cepat. Akan langganan 🥰🥰🥰🥰
Stroberi;2;Produknya rata2 bagus, sehingga sering belanja disini. Tapi kecewa pelayanannya sekarang menurun untuk jadwal pengiriman, minta pagi2 baru dikirim siang. Membalas chat setelah barang dikirim. Mohon ditingkatkan pelayanannya, kalau barang tidak ada di chat saja. Trmksh yaa
Stroberi;5;stroberinya buat campuran minuman. jd walau agak sedikit asam ga masalah.
Stroberi;5;Stroberinya oke . Nyobain stoberi disini pertama kali. Pengiriman cepet seller responsif. Ada sekitar 10-11 pc / pack. ga terlalu asem mantep
Stroberi;5;the best..pengiriman cepat, buahnya juga ok semua. makasih yaa
Stroberi;5;Ukuran/Berat: pas, Harga: murmer, Kualitas: baik
Stroberi;5;Stroberi di sini selalu segar dan manis banget, bener-bener jadi favorit buat camilan sehari-hari!
Stroberi;5;Kualitas stroberi nya super bagus, bikin smoothie jadi tambah enak deh.
Stroberi;5;Harganya terjangkau tapi kualitasnya juara, mantap deh buat cemilan sehat.
Stroberi;5;Tokonya ramah banget, selalu dilayani dengan senyum.
Stroberi;5;Pelayanan cepat dan efisien, stroberi sampai dalam kondisi terbaik.
Stroberi;5;Stroberinya besar-besar dan manis, bisa buat salad atau makan langsung.
Stroberi;5;Seneng banget deh, selalu ada stroberi segar tiap kali belanja di sini.
Stroberi;5;Recommended banget buat yang suka buah manis dan sehat.
Stroberi;5;Tokonya bersih dan rapi, bikin nyaman belanja.
Stroberi;5;Stroberi di sini awet segarnya, bisa tahan lama di kulkas.
Stroberi;5;Pilihan stroberi variatif, ada yang buat jus dan ada yang buat dessert.
Stroberi;5;Stroberi nya gak pernah mengecewakan, selalu juicy dan manis.
Stroberi;5;Harga sepadan dengan kualitas, puas banget belanja di sini.
Stroberi;5;Tokonya strategis dan mudah diakses, gak repot cari stroberi enak.
Stroberi;5;Stroberi nya fresh banget, bener-bener bikin mood jadi lebih baik.
Stroberi;5;Stok stroberi selalu terjaga dengan baik, gak pernah kehabisan.
Stroberi;5;Pelayanan ramah dan sabar, cocok buat yang suka ditangani dengan baik.
Stroberi;5;Stroberi nya gak terlalu asam, pas buat yang suka buah manis.
Stroberi;5;Tokonya punya banyak pilihan produk stroberi, dari yang lokal sampai import.
Stroberi;5;Stroberi selalu terlihat segar dan menarik, bikin pengen beli terus.
Stroberi;5;Belanja di sini bikin ketagihan, stroberi nya emang top!
Stroberi;4;Stroberi nya oke, cuma kadang-kadang ada yang agak kurang segar.
Stroberi;4;Tokonya bagus, tapi mungkin bisa lebih diperhatikan lagi kualitas stroberinya.
Stroberi;3;Stroberi nya lumayan, tapi ada beberapa yang agak kurang matang.
Semangka Merah;5;Udah beli beberapa kali di toko ini tapi baru sempet kasih ulasan... pokonya bagus deh, amanah, seller ramah... Maaf buahnya udah dimakan...
Semangka Merah;5;Semangka bagus, manis. Respon penjual baik. Pengiriman cepat. Terima kasih seller 🙏🏻
Semangka Merah;5;Baguss.. belum dicoba manis apa gak .. seller komunikatif .. packingnya agak lama .. terima kasih seller
Semangka Merah;3;Pas dapet yang kurang bagus, biasanya oke, pengiriman cepat, packing rapi, terima kasih seller
Semangka Merah;5;Baguss.. belum dicoba manis apa gak .. seller komunikatif .. packingnya agak lama .. terima kasih seller
Semangka Merah;3;Produknya rata2 bagus, sehingga sering belanja disini. Tapi kecewa pelayanannya sekarang menurun untuk jadwal pengiriman, minta pagi2 baru dikirim siang. Membalas chat setelah barang dikirim. Mohon ditingkatkan pelayanannya, kalau barang tidak ada di chat saja. Trmksh yaa
Semangka Merah;5;barang sudaah di terima dalam kondisi baik. buahnya selalu manis dan puas sekali belanja di seller ini.
Semangka Merah;5;Semangka merah di toko ini sungguh manis dan segar! Ukurannya besar-besar dan harga sangat terjangkau. Layanan di sini juga ramah, mereka membantu saya memilih yang terbaik tanpa harus menunggu lama.
Semangka Merah;5;Wow, semangka merah di sini benar-benar juara! Kulitnya tebal tapi dagingnya lembut dan manis banget. Tokonya bersih dan terorganisir, pelayanannya cepat dan penuh senyum. Pasti kembali lagi!
Semangka Merah;5;Semangka merah favorit saya bisa saya temukan di sini! Setiap kali belanja, selalu mendapat yang matang dan enak. Tokonya bersih dan rapi, dan stafnya ramah dan informatif. Saya sangat puas dengan pengalaman belanja di sini.
Jambu Citra Super;5;Segar banget, jambu citra super ini manisnya pas buat camilan sehat.
Jambu Citra Super;5;Tokonya rajin update stok, selalu dapet jambu yang bagus.
Jambu Citra Super;5;Beli jambu di sini selalu puas, warnanya cerah dan rasa legit.
Jambu Citra Super;5;Pelayanan cepat, jambu langsung diantar sampai ke rumah.
Jambu Citra Super;5;Jambu di toko ini gak pernah mengecewakan, selalu matang sempurna.
Jambu Citra Super;5;Warna jambu super cantik, bener-bener menggugah selera.
Jambu Citra Super;5;Pilihan jambu di sini lengkap, dari yang matang sampai muda.
Jambu Citra Super;5;Harganya bersaing, kualitasnya jangan ditanya lagi!
Jambu Citra Super;5;Jambu segar sampai ke rumah, toko ini bener-bener reliable.
Jambu Citra Super;5;Jambu super dari toko ini gurihnya juara, cocok buat camilan.
Jambu Citra Super;5;Pengirimannya tepat waktu, jambunya juga dalam kondisi baik.
Jambu Citra Super;5;Suka banget sama jambu di sini, ukurannya pas dan rasanya enak.
Jambu Citra Super;5;Toko yang recommended buat yang suka buah segar, jambunya top!
Jambu Citra Super;5;Jambu selalu fresh, pilihannya juga bervariasi.
Jambu Citra Super;5;Gak pernah kecewa belanja jambu di sini, selalu jadi favorit.
Jambu Citra Super;5;Jambu yang dijual benar-benar super, manisnya pas di lidah.
Jambu Citra Super;5;Servisnya ramah, jambunya juga berkualitas, bikin nagih untuk balik lagi.
Jambu Citra Super;3;banyak ulat didalam jambu nya pas dibuka
Jambu Citra Super;4;Jambu citra super dari toko ini memang kualitasnya bagus, rasanya manis dan segar. Pengirimannya juga cepat dan pelayanannya ramah. Meskipun begitu, saya berharap ada opsi untuk memilih ukuran atau varietas jambu yang lebih banyak. Overall, puas dengan pembelian saya di sini!
Mangga Manalagi;5;Segar banget, mangga Manalagi di sini selalu juara!
Mangga Manalagi;5;Mangganya manis banget, bikin nagih!
Mangga Manalagi;5;Beli di sini selalu puas, mangga selalu matang dan enak.
Mangga Manalagi;5;Mantap deh, mangganya besar-besar dan manis banget.
Mangga Manalagi;5;Tokonya rajin update stok, mangga selalu fresh.
Mangga Manalagi;5;Recommended banget buat yang suka buah segar, mangga Manalagi di sini top markotop.
Mangga Manalagi;5;Servicenya ramah, ditanya-tanya soal mangga dijawab dengan sabar.
Mangga Manalagi;5;Seneng deh belanja di sini, mangganya ga pernah mengecewakan.
Mangga Manalagi;5;Buahnya bener-bener buah pilihan, mangga Manalagi dijamin enak.
Mangga Manalagi;5;Harga sebanding sama kualitas, mangga selalu bikin senyum.
Mangga Manalagi;5;Pelayanannya cepat, mangga langsung bisa dibawa pulang.
Mangga Manalagi;5;Mangganya matangnya pas, buat dijadiin camilan juara.
Mangga Manalagi;5;Suka banget sama mangga Manalagi di sini, selalu bikin ketagihan.
Mangga Manalagi;5;Gak pernah kecewa belanja di sini, mangganya selalu fresh dan enak.
Mangga Manalagi;5;Tokonya bersih dan rapi, mangga Manalagi jadi pilihan utama buat beli buah.
Manggis;5;Wow, buah manggisnya segar banget! Pokoknya juara deh, gak nyesel pesen di sini.
Manggis;5;Pelayanan cepat dan ramah, buahnya juga maknyus. Bakal sering balik ke sini deh.
Manggis;5;Top markotop! Manggisnya besar-besar dan manis banget. Bener-bener bikin nagih!
Manggis;5;Rekomendasi buat yang suka buah segar. Tokonya juga bersih dan nyaman.
Manggis;5;Beli buah manggis di sini pasti puas. Rasanya pas, harga juga bersaing.
Manggis;5;Buat yang mau buah manggis bagus, ini pilihan tepat. Gak pernah kecewa sama kualitasnya.
Manggis;5;Kirimannya cepat dan aman. Buahnya sampai masih fresh banget.
Manggis;5;Suami seneng banget, katanya manggisnya kejuaraan. Makasih ya, Toko!
Kelengkeng;5;Buah kelengkeng di sini juara banget! Manisnya pas, dagingnya super juicy, bener-bener fresh banget. Pelayanannya juga ramah, cepat respon, bikin belanja makin nyaman
Kelengkeng;5;Wow, buah kelengkengnya segar maksimal! Udah sering beli di sini, rasanya konsisten enak. Tokonya juga bersih, pelayanannya sigap dan helpful. Puas banget!
Kelengkeng;5;Kualitas buah kelengkengnya TOP! Manisnya dapet, kulitnya tipis, dan isinya gak ada yang berkecambah. Service toko juga oke, kasirnya ramah, pembayaran cepet.
Kelengkeng;4;Buahnya bagus semua, tapi sayang ya slow response banget & pesen instan tapi ga dikirim di hari yang sama padahal pesen pagi/siang. Dikirim H+1. Kalau yang butuh untuk konsumsi atau kasih orang cepet, ga rekomen ya. Pesen disini kalau santai aja, yg mau 48 jam kemudian baru terima
Dukuh;5;Buah dukuh dari toko ini sungguh segar dan manis, langsung dari kebun ke meja makan! Layanan mereka juga ramah dan cepat, membuat pengalaman berbelanja jadi menyenangkan.
Dukuh;5;Aku suka banget belanja buah dukuh di sini. Semuanya selalu terlihat sehat dan terawat dengan baik. Pelayanan mereka super, kasirnya selalu tersenyum dan siap membantu.
Dukuh;5;Produk buah dukuh di toko ini juara! Setiap kali belanja di sini, aku pasti dapat yang terbaik. Pelayanan mereka juga istimewa, mereka selalu siap memberikan rekomendasi buah terbaik untuk dibeli.
Dukuh;5;Toko ini adalah tempat favoritku untuk membeli buah dukuh. Kualitasnya konsisten dan harga yang adil. Pelayanan pelanggan mereka luar biasa, tidak sabar untuk kembali lagi!
Dukuh;5;Inilah tempat terbaik untuk buah dukuh di kota ini! Buahnya segar dan lezat, plus pelayanan yang ramah dan efisien. Pasti merekomendasikan kepada semua orang yang mencari buah berkualitas tinggi.
